CoC Name,GEOID,County Name,PPRN_23
CA-603 - Santa Maria/Santa Barbara County CoC,61476,Goleta,102862
CA-603 - Santa Maria/Santa Barbara County CoC,62064,Lompoc,188532
CA-603 - Santa Maria/Santa Barbara County CoC,63348,Santa Barbara,326685
CA-603 - Santa Maria/Santa Barbara County CoC,69083,Santa Barbara County,1243762
CA-603 - Santa Maria/Santa Barbara County CoC,63372,Santa Maria,519795
CA-604 - Bakersfield/Kern County CoC,60228,Bakersfield,3931524
CA-604 - Bakersfield/Kern County CoC,60960,Delano City,193528
CA-604 - Bakersfield/Kern County CoC,69029,Kern County,4725621
CA-606 - Long Beach CoC,62088,Long Beach,5285225
CA-607 - Pasadena CoC,62724,Pasadena,2193538
CA-608 - Riverside City & County CoC,60624,Cathedral City,212232
CA-608 - Riverside City & County CoC,60828,Corona,440193
CA-608 - Riverside City & County CoC,61614,Hemet,308265
CA-608 - Riverside City & County CoC,61728,Indio City,326505
CA-608 - Riverside City & County CoC,61783,Jurupa Valley,406806
CA-608 - Riverside City & County CoC,62240,Menifee,196690
CA-608 - Riverside City & County CoC,62367,Moreno Valley,2010112
CA-608 - Riverside City & County CoC,62399,Murrieta,237266
CA-608 - Riverside City & County CoC,62670,Palm Desert,146779
CA-608 - Riverside City & County CoC,62676,Palm Springs,154083
CA-608 - Riverside City & County CoC,62754,Perris City,331304
CA-608 - Riverside City & County CoC,63048,Riverside,2908425
CA-608 - Riverside City & County CoC,69065,Riverside County,7016137
CA-608 - Riverside City & County CoC,63712,Temecula,221441
CA-609 - San Bernardino City & County CoC,60108,Apple Valley,243225
CA-609 - San Bernardino City & County CoC,60708,Chino,200218
CA-609 - San Bernardino City & County CoC,60709,Chino Hills,160480
CA-609 - San Bernardino City & County CoC,61332,Fontana,2010050
CA-609 - San Bernardino City & County CoC,61638,Hesperia,335126
CA-609 - San Bernardino City & County CoC,62556,Ontario,1912341
CA-609 - San Bernardino City & County CoC,62930,Rancho Cucamonga,385513
CA-609 - San Bernardino City & County CoC,62988,Rialto,454407
CA-609 - San Bernardino City & County CoC,63180,San Bernardino,2989089
CA-609 - San Bernardino City & County CoC,69071,San Bernardino County,6967433
CA-609 - San Bernardino City & County CoC,63852,Upland,232386
CA-609 - San Bernardino City & County CoC,63900,Victorville,514744
"CA-611 - Oxnard, San Buenaventura/Ventura County CoC",60516,Camarillo,124007
"CA-611 - Oxnard, San Buenaventura/Ventura County CoC",62622,Oxnard,2248701
"CA-611 - Oxnard, San Buenaventura/Ventura County CoC",63888,San Buenaventura,256393
"CA-611 - Oxnard, San Buenaventura/Ventura County CoC",63480,Simi Valley,232968
"CA-611 - Oxnard, San Buenaventura/Ventura County CoC",63732,Thousand Oaks,228934
"CA-611 - Oxnard, San Buenaventura/Ventura County CoC",69111,Ventura County,1410610
CA-612 - Glendale CoC,61464,Glendale,1792712
CA-613 - Imperial County CoC,61122,El Centro,209940
CA-613 - Imperial County CoC,69025,Imperial County,676324
CA-614 - San Luis Obispo County CoC,69079,San Luis Obispo County,1731037
CO-500 - Colorado Balance of State CoC,89003,Alamosa County,61840
CO-500 - Colorado Balance of State CoC,89007,Archuleta County,32119
CO-500 - Colorado Balance of State CoC,89009,Baca County,15020
CO-500 - Colorado Balance of State CoC,89011,Bent County,26470
CO-500 - Colorado Balance of State CoC,89015,Chaffee County,67734
CO-500 - Colorado Balance of State CoC,89017,Cheyenne County,7335
CO-500 - Colorado Balance of State CoC,89019,Clear Creek County,39945
CO-500 - Colorado Balance of State CoC,89021,Conejos County,43763
CO-500 - Colorado Balance of State CoC,89023,Costilla County,25429
CO-500 - Colorado Balance of State CoC,89025,Crowley County,23816
CO-500 - Colorado Balance of State CoC,89027,Custer County,18380
CO-500 - Colorado Balance of State CoC,89029,Delta County,108092
CO-500 - Colorado Balance of State CoC,89033,Dolores County,6771
CO-500 - Colorado Balance of State CoC,89037,Eagle County,136473
CO-500 - Colorado Balance of State CoC,89039,Elbert County,34237
CO-500 - Colorado Balance of State CoC,89043,Fremont County,136212
CO-500 - Colorado Balance of State CoC,89045,Garfield County,133212
CO-500 - Colorado Balance of State CoC,89047,Gilpin County,13646
CO-500 - Colorado Balance of State CoC,89049,Grand County,35973
CO-500 - Colorado Balance of State CoC,80672,Grand Junction,144946
CO-500 - Colorado Balance of State CoC,89051,Gunnison County,48633
CO-500 - Colorado Balance of State CoC,89053,Hinsdale County,5199
CO-500 - Colorado Balance of State CoC,89055,Huerfano County,41950
CO-500 - Colorado Balance of State CoC,89057,Jackson County,9190
CO-500 - Colorado Balance of State CoC,89061,Kiowa County,6398
CO-500 - Colorado Balance of State CoC,89063,Kit Carson County,23571
CO-500 - Colorado Balance of State CoC,89067,La Plata County,118472
CO-500 - Colorado Balance of State CoC,89065,Lake County,41313
CO-500 - Colorado Balance of State CoC,89071,Las Animas County,90654
CO-500 - Colorado Balance of State CoC,89073,Lincoln County,17996
CO-500 - Colorado Balance of State CoC,89075,Logan County,86813
CO-500 - Colorado Balance of State CoC,89077,Mesa County,247215
CO-500 - Colorado Balance of State CoC,89079,Mineral County,6516
CO-500 - Colorado Balance of State CoC,89081,Moffat County,41683
CO-500 - Colorado Balance of State CoC,89083,Montezuma County,55534
CO-500 - Colorado Balance of State CoC,89085,Montrose County,99161
CO-500 - Colorado Balance of State CoC,89087,Morgan County,90322
CO-500 - Colorado Balance of State CoC,89089,Otero County,104384
CO-500 - Colorado Balance of State CoC,89091,Ouray County,12810
CO-500 - Colorado Balance of State CoC,89093,Park County,28725
CO-500 - Colorado Balance of State CoC,89095,Phillips County,17664
CO-500 - Colorado Balance of State CoC,89097,Pitkin County,33118
CO-500 - Colorado Balance of State CoC,89099,Prowers County,50013
CO-500 - Colorado Balance of State CoC,81278,Pueblo,533056
CO-500 - Colorado Balance of State CoC,89101,Pueblo County,126807
CO-500 - Colorado Balance of State CoC,89103,Rio Blanco County,16375
CO-500 - Colorado Balance of State CoC,89105,Rio Grande County,49694
CO-500 - Colorado Balance of State CoC,89107,Routt County,54424
CO-500 - Colorado Balance of State CoC,89109,Saguache County,26887
CO-500 - Colorado Balance of State CoC,89111,San Juan County,6631
CO-500 - Colorado Balance of State CoC,89113,San Miguel County,19205
CO-500 - Colorado Balance of State CoC,89115,Sedgwick County,13356
CO-500 - Colorado Balance of State CoC,89117,Summit County,87479
CO-500 - Colorado Balance of State CoC,89119,Teller County,55777
CO-500 - Colorado Balance of State CoC,89121,Washington County,24009
CO-500 - Colorado Balance of State CoC,89125,Yuma County,49815
CO-503 - Metropolitan Denver CoC,89001,Adams County,1310814
CO-503 - Metropolitan Denver CoC,89005,Arapahoe County,388670
CO-503 - Metropolitan Denver CoC,80054,Arvada,157930
CO-503 - Metropolitan Denver CoC,80072,Aurora,2665432
CO-503 - Metropolitan Denver CoC,80144,Boulder,304618
CO-503 - Metropolitan Denver CoC,89013,Boulder County,193010
CO-503 - Metropolitan Denver CoC,80180,Broomfield City/County,101083
CO-503 - Metropolitan Denver CoC,80228,Castle Rock,95285
CO-503 - Metropolitan Denver CoC,80238,Centennial,123621
CO-503 - Metropolitan Denver CoC,80300,Commerce City,142949
CO-503 - Metropolitan Denver CoC,80390,Denver,6502416
CO-503 - Metropolitan Denver CoC,89035,Douglas County,318788
CO-503 - Metropolitan Denver CoC,89059,Jefferson County,391291
CO-503 - Metropolitan Denver CoC,80906,Lakewood,338688
CO-503 - Metropolitan Denver CoC,80978,Longmont,176851
CO-503 - Metropolitan Denver CoC,81524,Thornton,310430
CO-503 - Metropolitan Denver CoC,81614,Westminster,215178
CO-504 - Colorado Springs/El Paso County CoC,80288,Colorado Springs,3130589
CO-504 - Colorado Springs/El Paso County CoC,89041,El Paso County,413457
"CO-505 - Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",80552,Fort Collins,412602
"CO-505 - Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",80690,Greeley,306850
"CO-505 - Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",89069,Larimer County,167074
"CO-505 - Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",80990,Loveland,138107
"CO-505 - Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",89123,Weld County,438836
"CT-503 - Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",90102,Bridgeport,3287461
"CT-503 - Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",90258,Danbury,217551
"CT-503 - Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",90390,Fairfield,183454
"CT-503 - Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",99001,Fairfield County,614671
"CT-503 - Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",90438,Greenwich,277834
"CT-503 - Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",90810,Norwalk,314333
"CT-503 - Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",91074,Stamford,356851
"CT-503 - Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",91104,Stratford,234127
CT-505 - Connecticut Balance of State CoC,90114,Bristol,219182
CT-505 - Connecticut Balance of State CoC,90336,East Hartford,211364
CT-505 - Connecticut Balance of State CoC,90480,Hamden Town,166874
CT-505 - Connecticut Balance of State CoC,90492,Hartford,3715450
CT-505 - Connecticut Balance of State CoC,99003,Hartford County,1130721
CT-505 - Connecticut Balance of State CoC,99005,Litchfield County,664071
CT-505 - Connecticut Balance of State CoC,90594,Manchester,198936
CT-505 - Connecticut Balance of State CoC,90612,Meriden,351227
CT-505 - Connecticut Balance of State CoC,99007,Middlesex County,335741
CT-505 - Connecticut Balance of State CoC,90630,Middletown,187273
CT-505 - Connecticut Balance of State CoC,90636,Milford Town,208785
CT-505 - Connecticut Balance of State CoC,90696,New Britain,1643577
CT-505 - Connecticut Balance of State CoC,90726,New Haven,3558247
CT-505 - Connecticut Balance of State CoC,99009,New Haven County,922120
CT-505 - Connecticut Balance of State CoC,90738,New London,308155
CT-505 - Connecticut Balance of State CoC,99011,New London County,548880
CT-505 - Connecticut Balance of State CoC,90816,Norwich,300439
CT-505 - Connecticut Balance of State CoC,99013,Tolland County,458139
CT-505 - Connecticut Balance of State CoC,91194,Waterbury,2166582
CT-505 - Connecticut Balance of State CoC,91230,West Hartford,371224
CT-505 - Connecticut Balance of State CoC,91236,West Haven,250695
CT-505 - Connecticut Balance of State CoC,99015,Windham County,483321
DC-500 - District of Columbia CoC,110006,District Of Columbia,15646234
DE-500 - Delaware Statewide CoC,100090,Dover,119862
DE-500 - Delaware Statewide CoC,109001,Kent County,356635
DE-500 - Delaware Statewide CoC,109003,New Castle County,2420501
DE-500 - Delaware Statewide CoC,109005,Sussex County,638848
DE-500 - Delaware Statewide CoC,100336,Wilmington,2233705
"FL-500 - Sarasota, Bradenton/Manatee, Sarasota Counties CoC",120270,Bradenton,164435
"FL-500 - Sarasota, Bradenton/Manatee, Sarasota Counties CoC",129081,Manatee County,1876306
"FL-500 - Sarasota, Bradenton/Manatee, Sarasota Counties CoC",122766,Sarasota,147838
"FL-500 - Sarasota, Bradenton/Manatee, Sarasota Counties CoC",129115,Sarasota County,1796869
FL-501 - Tampa/Hillsborough County CoC,129057,Hillsborough County,7361728
FL-501 - Tampa/Hillsborough County CoC,123012,Tampa,3242932
"FL-502 - St. Petersburg, Clearwater, Largo/Pinellas County CoC",120492,Clearwater,340333
"FL-502 - St. Petersburg, Clearwater, Largo/Pinellas County CoC",121710,Largo,209708
"FL-502 - St. Petersburg, Clearwater, Largo/Pinellas County CoC",129103,Pinellas County,2514076
"FL-502 - St. Petersburg, Clearwater, Largo/Pinellas County CoC",122502,Pinellas Park,148719
"FL-502 - St. Petersburg, Clearwater, Largo/Pinellas County CoC",122724,St Petersburg,1866250
FL-503 - Lakeland/Polk County CoC,121662,Lakeland,322690
FL-503 - Lakeland/Polk County CoC,129105,Polk County,4117916
"FL-504 - Deltona, Daytona Beach/Volusia, Flagler Counties CoC",120690,Daytona Beach,208497
"FL-504 - Deltona, Daytona Beach/Volusia, Flagler Counties CoC",120738,Deltona,194230
"FL-504 - Deltona, Daytona Beach/Volusia, Flagler Counties CoC",129035,Flagler County,60190
"FL-504 - Deltona, Daytona Beach/Volusia, Flagler Counties CoC",122374,Palm Coast,172763
"FL-504 - Deltona, Daytona Beach/Volusia, Flagler Counties CoC",122568,Port Orange,140068
"FL-504 - Deltona, Daytona Beach/Volusia, Flagler Counties CoC",129127,Volusia County,1721913
"FL-505 - Fort Walton Beach/Okaloosa, Walton Counties CoC",120612,Crestview,57271
"FL-505 - Fort Walton Beach/Okaloosa, Walton Counties CoC",121008,Fort Walton Beach,51274
"FL-505 - Fort Walton Beach/Okaloosa, Walton Counties CoC",129091,Okaloosa County,392264
"FL-505 - Fort Walton Beach/Okaloosa, Walton Counties CoC",129131,Walton County,204265
FL-506 - Tallahassee/Leon County CoC,129037,Franklin County,117173
FL-506 - Tallahassee/Leon County CoC,129039,Gadsden County,210309
FL-506 - Tallahassee/Leon County CoC,129065,Jefferson County,94207
FL-506 - Tallahassee/Leon County CoC,129073,Leon County,206544
FL-506 - Tallahassee/Leon County CoC,129077,Liberty County,41362
FL-506 - Tallahassee/Leon County CoC,129079,Madison County,139856
FL-506 - Tallahassee/Leon County CoC,123000,Tallahassee,1943119
FL-506 - Tallahassee/Leon County CoC,129123,Taylor County,134044
FL-506 - Tallahassee/Leon County CoC,129129,Wakulla County,73891
"FL-507 - Orlando/Orange, Osceola, Seminole Counties CoC",121572,Kissimmee,313477
"FL-507 - Orlando/Orange, Osceola, Seminole Counties CoC",129095,Orange County,7465481
"FL-507 - Orlando/Orange, Osceola, Seminole Counties CoC",122292,Orlando,2462730
"FL-507 - Orlando/Orange, Osceola, Seminole Counties CoC",129097,Osceola County,522329
"FL-507 - Orlando/Orange, Osceola, Seminole Counties CoC",122754,Sanford,196227
"FL-507 - Orlando/Orange, Osceola, Seminole Counties CoC",129117,Seminole County,2210528
"FL-507 - Orlando/Orange, Osceola, Seminole Counties CoC",122700,St. Cloud City,125687
"FL-508 - Gainesville/Alachua, Putnam Counties CoC",129001,Alachua County,419162
"FL-508 - Gainesville/Alachua, Putnam Counties CoC",129007,Bradford County,102610
"FL-508 - Gainesville/Alachua, Putnam Counties CoC",121038,Gainesville,505726
"FL-508 - Gainesville/Alachua, Putnam Counties CoC",129041,Gilchrist County,53735
"FL-508 - Gainesville/Alachua, Putnam Counties CoC",129075,Levy County,156647
"FL-508 - Gainesville/Alachua, Putnam Counties CoC",129107,Putnam County,487415
"FL-509 - Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",120996,Fort Pierce,210487
"FL-509 - Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",129061,Indian River County,338984
"FL-509 - Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",129085,Martin County,363368
"FL-509 - Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",122586,Port St Lucie,393209
"FL-509 - Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",122808,Sebastian City,47753
"FL-509 - Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",129111,St. Lucie County,240438
"FL-510 - Jacksonville-Duval, Clay Counties CoC",129019,Clay County,380312
"FL-510 - Jacksonville-Duval, Clay Counties CoC",129031,Duval County,6730316
"FL-510 - Jacksonville-Duval, Clay Counties CoC",129089,Nassau County,277210
"FL-511 - Pensacola/Escambia, Santa Rosa Counties CoC",129033,Escambia County,1645987
"FL-511 - Pensacola/Escambia, Santa Rosa Counties CoC",122466,Pensacola,285509
"FL-511 - Pensacola/Escambia, Santa Rosa Counties CoC",129113,Santa Rosa County,441009
FL-512 - St. Johns County CoC,129109,St. Johns County,417988
"FL-513 - Palm Bay, Melbourne/Brevard County CoC",129009,Brevard County,520344
"FL-513 - Palm Bay, Melbourne/Brevard County CoC",120516,Cocoa,47923
"FL-513 - Palm Bay, Melbourne/Brevard County CoC",121926,Melbourne,222997
"FL-513 - Palm Bay, Melbourne/Brevard County CoC",122358,Palm Bay,276533
"FL-513 - Palm Bay, Melbourne/Brevard County CoC",123048,Titusville,115701
FL-514 - Ocala/Marion County CoC,129083,Marion County,2207205
FL-514 - Ocala/Marion County CoC,122214,Ocala,185126
"FL-515 - Panama City/Bay, Jackson Counties CoC",129005,Bay County,426437
"FL-515 - Panama City/Bay, Jackson Counties CoC",129013,Calhoun County,69577
"FL-515 - Panama City/Bay, Jackson Counties CoC",129045,Gulf County,53289
"FL-515 - Panama City/Bay, Jackson Counties CoC",129059,Holmes County,89552
"FL-515 - Panama City/Bay, Jackson Counties CoC",129063,Jackson County,269564
"FL-515 - Panama City/Bay, Jackson Counties CoC",122406,Panama City,145764
"FL-515 - Panama City/Bay, Jackson Counties CoC",129133,Washington County,112493
"FL-517 - Hendry, Hardee, Highlands Counties CoC",129027,DeSoto County,175245
"FL-517 - Hendry, Hardee, Highlands Counties CoC",129043,Glades County,59173
"FL-517 - Hendry, Hardee, Highlands Counties CoC",129049,Hardee County,154177
"FL-517 - Hendry, Hardee, Highlands Counties CoC",129051,Hendry County,228587
"FL-517 - Hendry, Hardee, Highlands Counties CoC",129055,Highlands County,339419
"FL-517 - Hendry, Hardee, Highlands Counties CoC",129093,Okeechobee County,153065
"FL-518 - Columbia, Hamilton, Lafayette, Suwannee Counties CoC",129023,Columbia County,215566
"FL-518 - Columbia, Hamilton, Lafayette, Suwannee Counties CoC",129047,Hamilton County,88793
"FL-518 - Columbia, Hamilton, Lafayette, Suwannee Counties CoC",129067,Lafayette County,34974
"FL-518 - Columbia, Hamilton, Lafayette, Suwannee Counties CoC",129121,Suwannee County,181168
FL-519 - Pasco County CoC,129101,Pasco County,3080432
"FL-520 - Citrus, Hernando, Lake, Sumter Counties CoC",129017,Citrus County,407574
"FL-520 - Citrus, Hernando, Lake, Sumter Counties CoC",129053,Hernando County,539558
